,content,score
9104,Untuk bonus referral pakai kode wsufkgw Menurut saya Bibit.id ini cukup membantu saya dalam melakukan investasi ya. Ada beberapa alasan di antaranya berikut 1. Bibit.id memberikan bonus pendaftaran sebesar Rp 50.000 dalam bentuk reksadana bila mendaftar lewat referral teman. Kebetulan saya ada referral teman waktu itu sehingga dapat bonus tersebut. Untuk bonus referral pakai wsufkgw 2. Terdapat banyak pilihan reksadana.,5
9105,mantap bgt fitur² nya,5
9106,pertama kali berinvestasi di reksadana. Buat gw yg pemula banget ini aplikasi membantu bgt. Baru invest seminggu lebih udah keliatan hasilnya. Semoga ga males invest rutin tiap bulan. Nyesel ga dari dulu invest di reksadana. Oia UI dan bantuan Robo juga oke banget.,5
9107,"pemakaiannya mudah, semoga cuan 😁",5
9108,sangat user friendly super duper gak ribet dan gak ada biaya,5
9109,mudah pemakaiannya,5
9110,keren paraaahhh sihhh :)),5
9111,Nice for long run investment,5
9112,"memudahkan dalam berinvestasi. cepat, aman dan gak ribet",5
9113,"untuk history tiap kali buka 1 transaksi kemudian balik lagi ke history selalu ga bisa buka sesuai kita set. yg muncul hanya 1 minggu terakhir atau kadang random date. jd hrs open close app ulang utk liat history sebelumnya. mohon diperbaiki, thanks.",3
9114,"aplikasi untuk investasi Reksadana terbaik menurut saya, sangat mudah digunakan, semoga saja kedepannya ketika invest melalui robo, bisa langsung transfer ke satu rekening sekaligus, tidak harus tiga kali transfer",5
9115,Bibit aplikasi reksadana yg mudah dimengerti. Tampilan nya menarik plus ada fasilitas robo advisor yg berguna bgt bagi pemula yg baru mau mulai belajar reksadana.,5
9116,exited,5
9117,keren 👍,5
9118,mudah banget,5
9119,mantap,5
9120,Mudah & tanpa biaya,5
9121,cepet kaya sama bibit 🤭🤭🤭,5
9122,"kadang-kadang lupa buka app satu hari penuh, saran aaya tolong tambahkan grafik agar nasabah bisa gampang keep track",4
9123,"aplikasi yg mudah buat newbie spt saya, barangkali ada yg mau register dan masukkan referral code...coba ini kawan ""invesuga""",4
9124,keren banget dan mudah pake bibit,5
9125,niceeeee..,4
9126,mantul jiwa,5
9127,"Investasi yang aman dan terpercaya, cara penggunaan aplikasi juga gampang",5
9128,good app,5
9129,"kemudahan dalam berinvestasi additional note, tlg program remindernya bs dipakai automatically, jd g hny reminder tp bs potong saldo langsung.",5
9130,"i do nothing but earn money.,",5
9131,sangat berguna,5
9132,sempet turun waktu pln mati lampu serentak kmaren tapi skrg mulai dpt profit bagus kerenn,5
9133,the app sometimes gets crashed.,4
9134,i loved it,5
9135,"Sebagai pemula, aplikasi Bibit ini menurutku cukup gampang dipahami, apalagi dipandu sama robo advisor reksadana apa yg cocok buat aku, mantep 👍",5
9136,mudah digunakan,5
9137,ntps,5
9138,sementara 4 dulu,4
9139,Nice app,5
9140,update baru ga bisa di buka tolong di fix,3
9141,ntaps,5
9142,"Cocok untuk mereka yang baru mulai investasi. Deposit gampang, pake GO-PAY. Tidak perlu transfer. Min tambahkan chart di bagian portfolio dong. Biar bisa lihat grafik pertumbuhan portfolio dari waktu ke waktu juga. Terima Kasih",5
9143,Cukup membantu utk investor pemula,5
9144,belajar menabung dan investasi,5
9145,"untuk awam, aplikasi sangat mudah digunakan",5
9146,"Saya yg awalnya Buta tentang Saham2an, Reksadana, sekarang jadi paham karena Bibit memberikan Informasi yang sangat mudah dipahami orang awam seperti saya, Baru saja dana masuk langsung Plus, LUARRR BIASA DAHSYAATTTT....!!!!",5
9147,boleh sih.. cm msh tahap mencoba..,3
9148,easy to use .. another way to invest,5
9149,so far so good lah,5
9150,good apps,5
9151,bagus buat pemula,5
9152,pengen jd smart people? investasi mudah bikin untung disini. masukin kode ' nengvicky1 ' pas sign up biar langsung dpt cashback 50k. dujamin aman dan gak perlu repot datang langsung ke bank. semua ada dalam genggaman. goodluck ya,5
9153,keren pilihan investasi nya,5
9154,menambah wawasan saya jauh lebih terubuka dengan tahap berinvesetasi terima kasih,5
9155,interface sangat menarik dan informatif ditambah fitur bayar pake gopay.. kereen,5
9156,"Good UI, sangat responsif, opsi RD yang ditawarkan cukup banyak. Recommended lah",5
9157,👍,4
9158,So far so good. Berharap baik2 aja... Cuma pilihan investasinya blm byk... Semoga ke dpn lbh byk...,4
9159,awesome,5
9160,investasi seharga secangkir kopi -minimal 10rb rupiah -gopay payment -user interface mudah dipahami -proses registrasi cepat cocok untuk investor pemula belajar investasi,5
9161,Ok keren,5
9162,"kerennn bgt lah untuk investor muda, yg ga pnya waktu karena punya pekerjaan utama",5
9163,nice!!!.Untuk investor super pemula..,5
9164,"It is a simple application to help you invest money in reksadana. You don't have to be expert to invest in here. Furthermore, the payment is quiet easy as we can use GoPay.",5
9165,investasi reksadana pake bibit gampang dan registrasinya ga ribet.,5
9166,UI dan UX nya bagus! jadi betah sama app nya investnya juga cocok buat pemula.,5
9167,bagus banget !!! recomended,5
9168,Aplikasi Investasi yg g cari selama ini.. di awasi oleh OJK dan proses sesuai instruksi yg di sediakan.. mari kita lihat hasil ke depannya 👍👍,5
9169,mo dicek.berapa kali lagi?,1
9170,recomended for newbie,5
9171,easy to use. clear instruction. can use gopay,5
9172,input ref: rebbysugara,5
9173,Can't register using phone noumber,1
9174,good app,5
9175,Bibit selalu memberi solusi investasi buat orang yang awam seperti saya thanks Bibit,5
9176,easy to use,5
9177,mantul...,5
9178,"Admin mau tanya, kalau untuk pembayaran tidak bisakah metodenya deposit di bibit langsung? Jadi saya deposit di bibit 1jt misalnya, terus nanti setiap saya mau beli jadinya gaperlu transfer atau pakai gopay. Kalau bisa oke kalau gabisa juga gpp. Saya baru mulai install, jadi sementara kasih bintang 3. Kenapa? Karena fitur simulasi investasi nge-lag nya bukan maiin. Pusing saya. Masa setiap geser slider chart, nominal uang investasi awal juga ikut bergeser. Apa hp saya yg error atau app nya ya?",3
9179,"Aplikasi yang simple & rekomendasi untuk pemula pemain reksa dana. Pakai kode reverial : hanvsdoko , untuk mendapatkan cashback Rp.50.000",5
9180,this app is dope! i'm a newbie but it's sooo easy for me to use and buy :) thanks u bibit,5
9181,Proses cepat dan mudah dimengerti berkat robo,5
9182,bagus tau..,5
9183,easy to use this app as a newbie,5
9184,"use code referal ""trifena2"" to get 50k free",5
9185,"Yuk, bikin akun bibit pakek refferal code saya biar sama-sama untung. my referral code : kucing",5
9186,"favorite banget. buat teman² yang mau daftar jangan lupa masukan kode ref ""ihwanid"" nanti dapet cashback 50K lumayan",5
9187,Aplikasinya keren dan simpel,5
9188,keren. belajar investasi jadi mudah,5
9189,easy to use,5
9190,good. berinvestasilah sebelum semua terlambat.,5
9191,Amazing 👌,4
9192,"baru kali ini daftar aplikasi investasi, tp pin ga di cover. type nya masih text, blm password. mungkin di db nya jg g hash kali ya... jd ragu investasi di sini. proses invest juga lama banget. ux jg susah digunakan.",1
9193,"it's so easy to use! semoga dgn investasi reksadana ini bisa jd hal yg rutin tiap bulan walaupun status cm seorang pelajar:) masukin kode referral: rifakhai , bisa dapat cashback 50.000 loh yg bisa dipakai buat pembelian investasi kamu!",5
9194,sangat menyenangkan untuk pemula gunakan kode referal ini : karina3 thanks,5
9195,mudah untuk digunakan,5
9196,easy use,5
9197,pake code referral : elkahaferni . Biar dpt cashback ayo investasi,5
9198,Great app! Recommended for beginners who want to start investing,5
9199,"Sampai saat ini senang sekali menggunakan applikasi bibit. user freindly,mudah,ga ribet. Tingkatkan terus",5
9200,i like it,5
9201,very easy for beginner to invest,5
9202,easy to use! simple banget buat oemula,5
9203,very simple app,5
9204,gokil nih app asli sekut,5
9205,💖💖,5
9206,keren,5
9207,good,5
9208,gunakan referral code: feberahman1 untuk mendapatkan cashback 50K,5
9209,user friendly bgt buat pemula. keren,5
9210,"terima kasih, user friendly! :) kenapa bibit ga ada dari 2012, ya? huhu",5
9211,terbaik,5
9212,good,5
9213,good app,5
9214,"Tidak pernah terpikirkan bakal semudah ini untuk investasi. Terima kasih, Bibit.",5
9215,"easy, serba online, user interfacenya bagus ga ribet, bisa top up pake gopay hehe",5
9216,Interface nya bagus dan mudah dimengerti. Metode pembayarannya juga kekinian dan sangat mudah. Informasi yang di tampilkan dalam portfolio nya jg cukup lengkap. Overall good job bibit 👍👍👍,5
9217,"boleh lah, aplikasi yg basis bener bener mobile, kemudahan membayar menggunakan gopay jugq oke, cuma kedepan kalau bisa untuk webnya jga dapat disediakan, tapi kalo memang beneran fokus di mobile tingkatkan lagi kualitasnya dalam jangka panjang agar pengguna tetap betah menggunakan aplikasi ini",5
9218,"mantap, simple way to invest",5
9219,"keren, keuntungan langsung terlihat",5
9220,understandable.,4
9221,sejauh ini mudah digunakan 👍👍,4
9222,aplikasi keren.. sangat membantu dalam membuat financial planning. mantaaaaab,5
9223,Fun and Nice app to Invest,4
9224,good apps,5
9225,"easy to use, clearly informative. suitable for newbie to experienced investor.",5
9226,Bibit keren 🤗,5
9227,easy to use,5
9228,Cuma duduk eh dpt uang. Investasi yg baik itu emang harus dimulai sejak dulu. thanks bit.,5
9229,very easy. and a nice app to invest,5
9230,"I just invest 200 thousand on 29 of July, today I check in the morning and it increase 1,2 thousand. what an INCREDIBLE a",5
9231,thx bibit,5
9232,"so far so good..proses verifikasi dan pembelian sangat mudah terutama untuk saya yg masih awam tentang dunia investasi. Recommended buat teman2 yang mau mulai terjun ke dunia investasi khususnya reksadana. Dan jgn lupa pake kode preferral ""inibudi"" buat dapetin cashback 50rb",5
9233,ok,5
9234,awesome,5
9235,mantepp,5
9236,belajar investasi jadi mudah. semoga bisa selalu dipercaya,5
9237,Mantap tenan,5
9238,aplikasinya gampang banget dan keren..,5
9239,"mudah, jelas, praktis apalagi utk pengguna pemula.",5
9240,too good to be true 😍😍,5
9241,great app!,5
9242,Good app.. easy to used.. pls try and you can used it as long term investment,5
9243,banyakin lagi dong reksadana nya.,4
9244,"Pengen fitur yang preferensi reksadana syariah tapi fiturnya engga keluar di tempat saya karena di KTP bukan Islam jadinya otomatis dibeliin yang nonsyariah. Diskriminatif, ya. Update: kata CSnya gabisa karena harus sesuai di KTP. Jadi ini gimana? Namanya CSnya Stevanus. Masa resolvenya harus direview gini biar dapet solusi?",1
9245,"saya registrasi pakai referal code. tapi tidak dapat cashback. sudah chat ke bagian support. di cuekin, cuma di read aja chat nya kaya koran :)",4
9246,Nice Application,5
9247,add referal dandy6 yang mau cashback 50%,5
9248,"Mantap banget, pakai kode albertus7 untuk daftar baru nanti kamu dapat Rp. 50.000 untuk invest! btw ini pertama kali invest, mudah dan seru banget!!",5
9249,user friendly. informasi untuk memilih investasi serta manajer investasi cukup tersedia. proses jual beli terlalu lama jadi pertimbangan untuk investasi saham secara harian di aplilasi ini.,3
9250,"penggunaan bibit sangat simpel dan mudah untuk di gunakan, banyak pilihan reksadana yang bisa dipilih. ayo buruan daftar bibit gunakaran referal code saya untuk mendapatkan cashback 50k : xroe7m2",5
9251,investasi bisa dimulai dari minim 100rb aja.. aplilasinya mudah digunakan terlebih untuk yg awam spt gw. nabung untuk masa depan :) bisa dapet 50rb gratis pake kode ref : CUANISLYFE,5
9252,i hope this works . use this code : mustikainves,5
9253,"Cara penggunaannya mudah, cara pembeliannya juga mudah. Di dalam aplikasi disertakan tutorial cara belinya. Semoga semua mendapat keuntungan sesuai dengan targetnya masing-masing.",5
9254,Jangan lupa gunakan kode referral ku (tri2),4
9255,Mantul! Invest reksadana jadi begitu mudah dan simpel. Virtual Account BRI saya tunggu.... Tks bibit,5
9256,So easy to use and friendly interface and customer service,5
9257,"bagus, minim lag. tampilannya intuitif. good job",5
9258,nice,4
9259,Aplikasi Terbaik,5
9260,nice aapp,5
9261,best app,5
9262,bagus aplikasinya dan sangat mudah,5
9263,"Mudah, praktis buat pemula & penjelasannya mudah dipahami",5
9264,Berguna bgt buat yg baru belajar investasi. Trims bibit,4
9265,Nice & easy app👌😊,5
9266,keren ada fitur auto debet,5
9267,new update is not working,3
9268,Cukup user-friendly dalam transaksi reksadana.,5
9269,keren banget. sangat mudah investasi reksadana,5
9270,it's good for newbie.,5
9271,best,5
9272,"kok aplikasinya error ya, sudah login tiba2 kluar lg. kl sekali login blgnya id tidak terdaftar. sekali login berkali2 bs masuk tp ketendang lg",1
9273,"Nice and smooth interface. With Gopay payment support, it cant be more simple! Hey, why dont you use this referral code for the first purchase of mutual fund, you will get 50k cashback : yukinvesrd",5
9274,"User friendly and good for new investor through the Robo , but please add other way to transfer the funds such as VA BCA/others. It will be great, hope Bibit grew larger!",4
9275,cocok untuk pemula yg pengen investasi tanpa ribet,4
9276,"user friendly, praktis ga pake ribet",5
9277,"Mudah digunakan, mudah bertransaksi. Investing has never been this easy!",5
9278,"App yang tidak ribet. Lebih baik lagi jika ditambah fitur untuk belajar lebih memahami mengenai reksadana, saham, dll.",5
9279,Mantap,5
9280,Enjoy,5
9281,bibit keren Mantap,5
9282,"aplikasi reksa dana online terbaik so far. fiturnya lengkap & tepat, pas sama kebutuhan. makin cinta Bibit😍",5
9283,tambahin fitur biar bs bayar pake ovo dong min,5
9284,"investasi itu bisa untung bisa rugi.. tapi di bibit kamu dipandu oleh robo yg bisa bantu investasi kamu untung terus.. disini juga ada yg investasi syariahloh... sini yuk aku ajarin pakai aplikasi bibit. download aja dulu karna kamu bisa masukkan kode referral ""banyakuntung"".. sehingga langsung dapat cashback 50.000. nyesal loh kalo lupa masukkan kode referralnya.. ingat kode referralnya *banyakuntung*",5
9285,Referal Code : zeniofebyyulandanu1,5
9286,nice 👍👍,4
9287,apakah aplikasi ini terdaftar ojk?,3
9288,The best UI/UX so far. Its Personificationis on point. Really isi to top up. Well done!,5
9289,simple sih,5
9290,Great,5
9291,ayo mulai menabung,5
9292,👌🏻,5
9293,keren,4
9294,tinggal tunggu hasil terbaiknya,4
9295,use this code dwisetyo1 to get extra cashback 50k 😁,5
9296,"Easy to use!! Aplikasi investasi yang relatif paling mudah, apalagi untuk reksadana. Udah dibandingkan dengan rekomendasi sendiri, dan hasilnya mirip. Mantap dah",5
9297,Nice App,5
9298,Cocok buat yang minim pengetahuan soal investasi,5
9299,very user friendly,5
9300,Nice app,5
9301,Mudah dan keren,5
9302,Nabung tapi dapet cuan? Siapa yg ga mau coba 😉,5
9303,"dulu sempat gak pake krn ribet dalam pembelian , tp semenjak ada fitur bayar pake go pay skrg lebih praktis dan mudah dalam pembelian, tolong perbanyak lagi produk2 reksadana nya khusus nya yg type syariah, oh iya bisa dapat bonus banyak juga loh jika masukin kode promo ""GRATIS"" saat daftar",5
9304,"Mau dapet cashback 50 Ribu? input kode ini: COBAINBIBIT Bibit aplikasi yang mudah dipakai oleh pemula, menyediakan fasilitas Robo dan gampang banget dimengerti",5
9305,"user interface nya mudah sekali bahkan untuk orang yang belum pernah memakainya, dan juga sangat membantu dalam belajar berinvestasi",5
9306,good,5
9307,gampang pakenya bos,5
9308,keren,5
9309,"Memudahkan kita yang awam ini untuk belajar investasi, semoga sukses selalu untuk ke depannya",5
9310,"user friendly, bisa top up lewat gopay.",5
9311,ok juga,4
9312,ok binggo,5
9313,Good to learn about invest,4
9314,"kini saatnya sedini mungkin menabung di sini tempat yg mudah, aman & terpercaya dapat keuntungan pula",5
9315,Good job,4
9316,nice apl...,5
9317,help tidak di install di Pixel 1 XL,3
9318,UI/UX is top notch! Easy to use especially for first timers.,5
9319,user friendly,5
9320,cocok buat yg ga pake mbanking soalnya bisa pake gopay. Tapi kadang2 nge-crash tiba2.,4
9321,keren inves reksadana jadi gampang,5
9322,luar biasa,5
9323,cakep dah. robot nya bikin profit,5
9324,Keren dan simple. Sekarang sangat mudah untuk berinvestasi.,5
9325,"Good apps, the ui is also modern and not sucks like others.. Better if they add payment method like virtual account bca, etc. And have one page summary so it can be screenshot as a proof that we have invest on this.",5
9326,investasi makin gampang!!! thank u bibit :),5
9327,"Gunakan kode ""bibitcb"" buat cashback 25ribu untuk pembelian reksadana pertama. Salah satu aplikasi reksadana paling kekinian. Interface bagus, penjelasan gampang dimengerti.",5
9328,mantul....😊😊,5
9329,"terbaikss untuk investasi.. simpel, ga ribet, cepet untung.. good job!",5
9330,keren lah ini apps.,4
9331,super nice app.. the best one compare to it peers,5
9332,ok juga reksadana bibit simpel dan mudah,5
9333,🤩🤩🤩🤩🤩,5
9334,"Aplikasi oke banget jadi saat investasi kita bisa bantuan robot investasi atau manual jadi enak banget.... Oh iya gunakan refferal ""mnoor"" biar dapat cashback 50.000",5
9335,user interface sangat bagus dan proses transaksi jelas dan mudah,5
9336,"slow and not reliable. risking put much money into apps that often takes long time to load, sleep without ease.",2
9337,great,5
9338,good investment..,5
9339,mantapp,5
9340,segampang itu. keren abis dah,5
9341,good,5
9342,wah inir advisor terbaik menurut saya,5
9343,going better.,5
9344,"apps nya simple, user-friendly dan informative banget. info produk reksadana nya juga lengkap. TOP 👍",5
9345,niceeee,5
9346,excellent. yang awam ke aku pun bs paham ni 😍,5
9347,well done,5
9348,Sangat mudah untuk berinvestasi di bibit. Fitur robo sebagai pembantu untuk merancang reksadana campuran juga bagus sekali. Kekurangannya mungkin yg sudah saya temukan adalah referensi reksadana yg terbilang masih sedikit. Pembelian dan penjualan reksadana juga termasuk cepat. Harapannya referensi reksadana (terutama syariah) bisa ditambah.,4
9349,great application...easy and user-friendly foe newbie,5
9350,nice and easy,5
9351,aplikasinya mempermudah untuk pengguna awal,5
9352,"Langsung dapat Rp. 50.000,- (Apabila memasukkan kode [berkah] saat registrasi). Sangat bagus untuk reksadana pemula, dapat saran beli yang mana yang bagus. Alhamdulilah, buat umat muslim, bisa pakai fitur syariah, agar terbebas dari RIBA.",5
9353,Keren,5
9354,bagus,5
9355,so far so good,5
9356,tambah fitur widget dong,5
9357,aplikasi yg bagus..,5
9358,trimakasih bibit😀,5
9359,"It's easy to use and really help newbie (like me) to ""invest"" their money and learn about reksadana. Great job Bibit !",5
9360,great!!!!,5
9361,great app for your investment,5
9362,user friendly,5
9363,it's easy and very usefull,5
9364,"easy to use. gausah pusing milih reksadana, udah dipikirin si robo",5
9365,"this's very simple aplication to investing our money. if you want regist and try this aplication please use this refferal ""mnoor"" and you will get Rp. 50.000 .. goodluck",5
9366,Keren,5
9367,easy and reliable,5
9368,"Sangat mudah digunakan orang yang baru kenal investasi reksadana. Kalau mau minta bantu tinggal hubungi lewat appnya atau bisa WA dan Masengger. Kalau mau regristrasi, bisa menggunakan kode: ""aprilyana1"", nanti kamu akan dapat cashback 50ribu. Kalau tidak, juga tidak apa apa :).",5
9369,briliant idea,5
9370,"Tampilannya oke tapi sederhana, cocok buat pemula seperti saya, aksesnya mudah dan dituntun untuk mulai reksadananya",5
9371,flexible. user friendly. dan yg ter penting bisa pake gopay. segampang itu. saran di adain pakai one klik BCA dong :). cuma ya sampai ke selesainya lumayan lama juga ya 2 hari dan sore pula.,5
9372,simpel banget dan tidak pakai ribet bisa sesuka hati kapan beli kapan jual kalau dulu tidak bisa tahu nilainya ataupun grafiknya,5
9373,This application is the simple way for beginners to invest their money.,5
9374,Investments getting more easy with this apps. If only you can transfered our sell asset without bank transfer fee it will be get more awesome,4
9375,"Investasi super duper mudah, aman, dan bisa mantau perkembangan selalu.",5
9376,"aplikasi yang keren, bikin mudah investasi",5
9377,"menyenangkan, mudah saat pembayaran. hanya saja bagi yg awam di dunia saham menilainya naik atau turun need mor effort. Semoga di bibit lebih bisa kasih bantuan yang lebih dalam memahami kebutuhan investor.",5
9378,Not Bad,4
9379,Mantaps ni,5
9380,"If you didn't have much money but want to invest go for this app. Recommended, very easy to use",5
9381,"sukaa. gampang banget mau investasi. cuma eksekusinya kadang2 lama. Sekedar saran, kalo bisa di simulasi investasi bunganya bisa diganti2 jadi tidak terpaku pada rate tinggi (16%). karena produk investasi dan growing ratenya macam2",4
9382,suka banget pakai bibit buat pemula kaya aku membantu banget,5
9383,simple UI UX! Millenials abiz,5
9384,Really help me to decide mutual fund products,5
9385,"Bikin investasi segampang pesen ojek online, nyesel kenapa nggak tau dari duluu",5
9386,Aplikasi Bibit mudah untuk digunakan,5
9387,Cara investasi yang mudah untuk yang mau belajar invest.Thank you bibit,5
9388,nice,5
9389,Bibit App 👍👍👍,5
9390,mantap sukses terus bibit,5
9391,Aplikasi bagus untuk investor reksadana pemula seperti saya. Rekomendasi robotic nya bagus dalam menyesuaikan portfolio sesuai kemampuan kita,5
9392,good apps and user friendly,5
9393,menabung yang ga bikin tabungan habis. ya disini tempatnya🤩,5
9394,"have excellent service so far, thanks bibit",5
9395,pencerah masa depan generasi,5
9396,mantap maju terus bibit,5
9397,its so easy,4
9398,Please make security code to enter bibit application. For more safe...,3
9399,so far so good,5
9400,"User friendly, overall good",5
9401,easy to use,5
9402,membantu belajar investasi,5
9403,bibit kereen,5
9404,"Suka banget dengan fitur Robo yang bisa kasih rekomendasi sesuai profil aku. Kebetulan masih awam banget jadi seneng makai Bibit bisa invest sekaligus belajar. Lalu ada grup telegramnya juga yang aktif jadi bisa tanya-tanya senior. Yang mau dapat cashback 50k bisa input kode Referral aku di ""pupukbibit"" ya!",5
9405,nice,5
9406,apps mantap,5
9407,anti-bacot. langsung ke inti saja: investiasi duit. registrasi simpel anti ribet. makasih boscue,5
9408,Cocok untuk investor pemula..topbgt,5
9409,Mantap.....,5
9410,so far so good,5
9411,good,3
9412,"A pretty good app, nice user interface",4
9413,"good interface, mudah dimengerti",4
9414,cocok untuk yg baru mulai investasi dan sedang belajar cara investasi reksa dana,5
9415,i love it ... for beginner user,4
9416,👍👍👍,5
9417,sangat mudah utk org awam. tp mgkn perlu diberikan penjelasan2 ttg istilah2 yg ada di user interfacenya ya,5
9418,Baru coba 2 hari udah profit lumayan bagus.,5
9419,"UX/UI yang menarik dan mudah, dan semoga pertanggungjawaban dananya juga oke.",5
9420,angap nyimpen uang. trus lupa. trus ketemu lagi jadi nambah,3
9421,Sampai saat ini lumayan. Hanya saja tim mesti bekerja lebih keras lagi bagaimana caranya biar jumlah MI yg bergabung di Aperd Bibit ini semakin banyak. Serta fitur-fiturnya jangan mau kalah dengan Aperd yang lain ya Bibit.,5
9422,"bisa pake gopay loh bayarnya,hihi",5
9423,cocok untuk investor pemula,5
9424,reksadana yang aman dan menguntungkan menurut saya,5
9425,easy to use terutama bagi pemula. pakai kode : 5cnrlql (buat cashback 50.000),5
9426,mudah digunakan unutuk pemula :) jgn ragu untuk mencoba,5
9427,Easy to use. Love the minimalist design!,5
9428,easy even for a beginner,5
9429,"doing good, my advice is pls add security pin to enter bibit just like OVO. bibit is all about money and i think its kinda crucial so yeah , u got my point, thanks",5
9430,"mudah dimengerti, bagus, tingkatkan lagi",5
9431,terimakasih bibit,5
9432,pengiperasian mudah and recommended,5
9433,"aplikasi keren buat invest reksadana, bisa auto invest reksadana syariah",5
9434,easy to use bangeet & recommend banget buat kalian yang mau belajar investasi,5
9435,"been using this investment app for almost 2 months. It's good so far.. top up also easy via Go-Pay. Hoping they can add VA transfer via other banks. Nevertheless, everything is good. Thank you, Bibit. You make investing money easier.",5
9436,"Aplikasi yang keren, membantu banget buat belajar investasi",5
9437,user interface ya jempolan👍🏻,5
9438,"New user. Sudah 2 tahun di Reksadana lain, tapi baru pertama kali pakai Bibit. Bintang 4 dulu karena belum mulai investasi. Yang mau cashback kode referralnya nih: esmeraldo1",4
9439,so far so good,4
9440,"aplikasinya user friendly. sbg investor pemula, bibit memudahkanku bgt untuk belajar investasi sejak dini",5
9441,very good,5
9442,penasaran truusss,5
9443,investasi reksadana jd lebih mudah. thanks!,5
9444,"Cocok banget buat anak muda yang mau belajar investasi. Semua diatur sama bibit sesuai dengan profil risk kamu. Kalo udah pro pun bisa milih sendiri. Bener bener all in one, cuma entar ditambah dong buat beli sbr 😚 belom coba withdraw dananya, semoga aja lancar",5
9445,Mantap kali,5
9446,haha pengalaman pertama berinvestasi yang menarik dan sangat mudah hanya di bibit saja,5
9447,"bibit bagus. minus 1 karena ada yg lebih bagus dari segi kecepatan, bisa beli jual di hari yg sama",4
9448,"pertama kali tarik dana sudah lebih dari sebulan pun dana masih belum masuk ke rekening, support pun ga bisa memberikan alasan yang jelas. Dari 3 produk investasi hanya 1 bukti transfer diberikan.",1
9449,Sistem investasi otomatisnya sangat membantu saya menentukan porsi invest yg tepat sebagai pemula. User interfacenya sangat menarik dan user-friendly. Adanya metode pembayaran GO-PAY dan virtual account sangat mempermudah dalam memulai investasi. Community support di telegram juga sangat membantu. Overall great experience!,5
9450,"it would be cool, if you can pay with ovo, dana or another Indonesia's fintech and also, a darkmode is a must. lol",5
9451,app bagus & cs terbaik tentu RD nya pilihan,5
9452,"Belum coba invest sih, tapi portofolio dan fitur untuk investasi sangat bagus dan mudah prosesnya. Support baik dari Bibit maupun komunitasnya juga bagus. Semoga menjadi lebih baik lagi dan berkembang. Go Bibit ! 😃",5
9453,sangat mudah di pahami,5
9454,great,5
9455,mudah buat newbie yg belajar invest 😁,5
9456,"Fun and easy way to start an investment, small amount too.",5
9457,"buat yang mau belajar investasi jadi gampang dan gak serem sama sekali utk beli reksadana... semoga terus diimprove ya, terima kasih Bibit akhirnya saya bisa punya reksadana 🙏🙏🙏",5
9458,"Tampilannya cukup oke, modern. Pagi ini saya baru mau coba tapi udah berkali-kali kirim ulang kode verifikasi nggak keterima juga. Jadi ragu akhirnya. Sementara uninstall dulu.",2
9459,Aplikasinya bagus dan mudah utk top up nya. Simple tampilannya.,5
9460,Sampai saat ini berjalan bagus.,4
9461,keren..mantul gak diragukan lagi...udh diawasi oleh ojk ayok nabung bersama bibit utk masa depan,5
9462,"so far oke, app lancar, mudah dimengerti. bisa buat belajar reksa dana bagi saya newbie yg bener2 ga ngerti apa2. mantap.",5
9463,easy to follow and feel secure to start own investment,4
9464,goooood job.,5
9465,cara simple mulai berinvestasi,5
9466,"bagus untuk pemula, bener-bener mudah",5
9467,Bibit aslii enak bgt apalagi buat pemula. Ga ribet sama sekali 😍,5
9468,"Cocok banget bagi pemula yang ingin belajar berinvestasi. Thanks, Bibit",5
9469,cocok buat saya yg baru belajar invest recehan,5
9470,bintang 4 dulu ya. kalau menu pembayaran bank Sinarmasnya ada saya kasih *5,4
9471,"kereennn, tapi perlu ditambah feature nya 😁",4
9472,"Aplikasi ini sangat membantu untuk yang baru belajar reksadana. Bisa tentukan sendiri mau investasi berapa , bisa investasi syariah juga. Aplikasinya juga user friendly , ga ribet . Bagus. Terima kasih.",5
9473,Good app for the millenials who want to learn to save,5
9474,EZ perfect,5
9475,Investasi Reksadana jadi lebih mudah berkat Bibit!,5
9476,"nice applikasi, mudah digunakan",5
9477,anak muda wajib daftar!,5
9478,"Salah satu karya anak bangsa yang bisa bikin anak muda melek investasi. Interface keren, langkah mudah, dasarnya jg scietific. Keep up the good work guys! Ditunggu inovasi yang lain di update2 berikutnya..",5
9479,okelah,5
9480,pakai referal code ini untuk dpatkan 50rb vincencius1,5
9481,Aplikasinya sangat user friendly. acc data juga cepat begitu juga dengan pembayarannya mudah,5
9482,mudah dan bagus,5
9483,bagussss,5
9484,Bagus banget buat pemula yg belajar investasi dan kebanyakan gak tau mau mulai darimana 👍,5
9485,Aplikasi yang mudah untuk pemula bila ingin berinvestasi,5
9486,this is so cool,5
9487,"Aplikasi Bibit Keren, Tindak Lanjut transaksinya juga cepet, cara bayarnya ga cuma 1 cara pembayaran...",5
9488,👍,5
9489,cool app,5
9490,Baru sehari udaaa naik ajaaa! Gilaaasihhhh. Mudah banget buat pemulaaaaa.,5
9491,"Baru bbrp bulan coba memakai app ini. sejauh ini aman. Pernah make app lain, tp bibit lbh enak krn bs top up dr gopay. Fitur autoinvest nya utk diversifikasi jg keren. Smg bs lbh baik dan berkreasi lg👍",5
9492,simple.,5
9493,good,5
9494,Good,5
9495,easy to make some transaction,4
9496,good,5
9497,❤,5
9498,mudah digunakan,5
